cid,upc,oid,dt,r_dt,prc,qty,amt,r_qty,r_amt,web_prod_id,GMM_DESC,PARENT_MDSE_DIVN_DESC
12031708,6.89304E+11,1247922537,9/25/2016,,16,1,16,,,1965765,BEAUTY,COSMETICS
12031708,6.89304E+11,1183133438,02/12/2016,,16,5,80,,,1965765,BEAUTY,COSMETICS
12031708,6.89304E+11,1203475358,5/25/2016,,16,6,96,,,1965765,BEAUTY,COSMETICS
12031708,6.89304E+11,1199376959,05/01/2016,,16,5,80,,,1965765,BEAUTY,COSMETICS
12031708,6.89304E+11,1189269370,3/18/2016,,16,1,16,,,1965765,BEAUTY,COSMETICS
13211737,8.88729E+11,1336926159,12/10/2016,,39.99,1,39.99,,,2339853,READY TO WEAR,MISSY TOTAL ACTIVE
13211737,8.88729E+11,1376395437,1/25/2017,,39.99,1,39.99,,,2339853,READY TO WEAR,MISSY TOTAL ACTIVE
11803329,7.06255E+11,1205136593,06/04/2016,,19.75,1,19.75,,,2340236,CENTER CORE,WOMENS SHOES
11803329,7.06255E+11,1195956228,4/16/2016,,29.5,1,29.5,,,2340236,CENTER CORE,WOMENS SHOES
10592218,6.66981E+11,1311794343,11/25/2016,,17.99,1,17.99,,,2182081,MENS & KIDS,TOTAL CHILDRENS
10592218,6.66981E+11,1231055313,8/28/2016,,14.99,1,14.99,,,2182081,MENS & KIDS,TOTAL CHILDRENS
13128177,8.88411E+11,1183292174,02/11/2016,03/02/2016,80,1,80,1,80,2352944,READY TO WEAR,MISSY TOTAL ACTIVE
13128177,8.88411E+11,1196890104,4/19/2016,05/07/2016,60,1,60,1,60,2352944,READY TO WEAR,MISSY TOTAL ACTIVE
14707175,8.87746E+11,1199161885,4/30/2016,,22.5,1,22.5,,,1978451,CENTER CORE,FASHION JEWELRY / WATCHES
14707175,8.87746E+11,1200551079,05/06/2016,,24,1,24,,,1978451,CENTER CORE,FASHION JEWELRY / WATCHES
10380843,8.8911E+11,DW16550984927,05/04/2016,,31.98,1,31.98,,,2200966,COST/WORKROOM/LEASE,LEASED
10380843,8.8911E+11,DW16550960824,05/04/2016,6/18/2016,31.98,1,31.98,1,31.98,2200966,COST/WORKROOM/LEASE,LEASED
10380843,8.8911E+11,DW16550900836,05/04/2016,6/18/2016,31.98,1,31.98,1,31.98,2200966,COST/WORKROOM/LEASE,LEASED
10465704,8.88822E+11,1182579265,02/07/2016,,9.99,1,9.99,,,2202786,MENS & KIDS,TOTAL CHILDRENS
10465704,8.88822E+11,1199063325,4/30/2016,5/28/2016,9.99,1,9.99,1,9.99,2202786,MENS & KIDS,TOTAL CHILDRENS
14424729,6.89439E+11,1344329640,12/15/2016,,38.98,1,38.98,,,2092870,HOME,SOFT HOME
14424729,6.89439E+11,1331557122,12/06/2016,,38.98,1,38.98,,,2092870,HOME,SOFT HOME
11002604,7.65215E+11,1243850535,9/19/2016,,27.98,3,83.94,,,2054376,READY TO WEAR,SPECIAL SIZES
11002604,7.65215E+11,1245895602,9/23/2016,,27.98,3,83.94,,,2054376,READY TO WEAR,SPECIAL SIZES
14122424,6.45618E+11,1345862388,12/17/2016,,29.99,1,29.99,,,2361549,MENS & KIDS,TOTAL MENS
14122424,6.45618E+11,1339006197,12/11/2016,1/17/2017,34.99,1,34.99,1,34.99,2361549,MENS & KIDS,TOTAL MENS
14500660,42648207236,1240075695,9/14/2016,,9.74,1,9.74,,,2370651,HOME,SOFT HOME
14500660,42648207236,1240345284,9/14/2016,,9.74,1,9.74,,,2370651,HOME,SOFT HOME
12842072,58665260161,1203843285,5/27/2016,,9,1,9,,,2377037,CENTER CORE,INTIMATE APPAREL/HOSIERY
12842072,58665260161,1191814604,3/31/2016,,9.2,1,9.2,,,2377037,CENTER CORE,INTIMATE APPAREL/HOSIERY
11474490,7.56473E+11,1206037207,06/08/2016,,7.99,1,7.99,,,2379175,MENS & KIDS,TOTAL MENS
11474490,7.56473E+11,1207787928,6/18/2016,,6.99,1,6.99,,,2379175,MENS & KIDS,TOTAL MENS
12633761,8.89816E+11,1236405336,09/05/2016,09/10/2016,77.7,1,77.7,1,77.7,1870652,CENTER CORE,HANDBAGS & ACCESSORIES
12633761,8.89816E+11,1235334909,09/05/2016,,77.7,1,77.7,,,1870652,CENTER CORE,HANDBAGS & ACCESSORIES
14801190,7.06255E+11,1218723360,08/01/2016,,27.99,1,27.99,,,1871196,MENS & KIDS,TOTAL MENS
14801190,7.06255E+11,1207349446,6/13/2016,,23.99,1,23.99,,,1871196,MENS & KIDS,TOTAL MENS
14801190,7.06255E+11,1210171874,07/05/2016,,23.99,1,23.99,,,1871196,MENS & KIDS,TOTAL MENS
11439694,44211860268,1197386306,4/22/2016,,80.75,1,80.75,,,1872333,MENS & KIDS,TOTAL MENS
11439694,44211860268,1198745665,4/29/2016,5/15/2016,71.25,1,71.25,1,71.25,1872333,MENS & KIDS,TOTAL MENS
13032828,16486348192,1259678389,11/20/2016,,26,1,26,,,2087668,CENTER CORE,INTIMATE APPAREL/HOSIERY
13032828,16486348192,1248921034,11/05/2016,,20.8,3,62.4,,,2087668,CENTER CORE,INTIMATE APPAREL/HOSIERY
10072366,7.06255E+11,1298655558,11/19/2016,,29.99,1,29.99,,,2092868,HOME,SOFT HOME
10072366,7.06255E+11,1208983658,6/26/2016,9/13/2016,47.99,1,47.99,1,47.99,2092868,HOME,SOFT HOME
11633608,7.09271E+11,1188209913,03/11/2016,,49.59,2,99.18,,,2395387,HOME,SOFT HOME
11633608,7.09271E+11,1199017597,4/30/2016,,50.99,2,101.98,,,2395387,HOME,SOFT HOME
14511395,8.42164E+11,1220156817,08/05/2016,8/23/2016,29.99,1,29.99,1,29.99,2400695,HOME,SOFT HOME
14511395,8.42164E+11,1221027633,08/05/2016,8/23/2016,29.99,1,29.99,1,29.99,2400695,HOME,SOFT HOME
14511395,8.42164E+11,1220216622,08/05/2016,8/23/2016,29.99,1,29.99,1,29.99,2400695,HOME,SOFT HOME
10976302,8.10351E+11,CL16771040363,7/17/2016,,0,1,0,,,2253743,CENTER CORE,FASHION JEWELRY / WATCHES
10976302,8.10351E+11,1214413827,7/23/2016,7/31/2016,29.99,1,29.99,1,29.99,2253743,CENTER CORE,FASHION JEWELRY / WATCHES
12585177,8.88593E+11,1181829010,02/02/2016,02/08/2016,79.99,1,79.99,1,79.99,2163613,COST/WORKROOM/LEASE,LEASED
12585177,8.88593E+11,1181817219,02/05/2016,02/11/2016,79.99,1,79.99,1,79.99,2163613,COST/WORKROOM/LEASE,LEASED
15477416,7.12684E+11,1323649500,11/29/2016,,35.19,1,35.19,,,2264307,READY TO WEAR,CASUAL RTW
15477416,7.12684E+11,1296576456,11/13/2016,,38.49,1,38.49,,,2264307,READY TO WEAR,CASUAL RTW
12987970,8.89294E+11,1216616103,7/28/2016,,42.39,1,42.39,,,2183307,MENS & KIDS,TOTAL MENS
12987970,8.89294E+11,1219638399,08/04/2016,,42.39,1,42.39,,,2183307,MENS & KIDS,TOTAL MENS
10065498,6.04215E+11,1304522538,11/23/2016,12/27/2016,8,1,8,1,8,2127504,BEAUTY,COSMETICS
10065498,6.04215E+11,1304433324,11/23/2016,,8,1,8,,,2127504,BEAUTY,COSMETICS
10750222,7.65215E+11,1194031082,04/10/2016,,19.99,1,19.99,,,2447737,READY TO WEAR,CASUAL RTW
10750222,7.65215E+11,1188214440,03/12/2016,,33.59,1,33.59,,,2447737,READY TO WEAR,CASUAL RTW
10288368,6.08279E+11,1182648117,02/07/2016,03/04/2016,28,1,28,1,28,2289036,CENTER CORE,INTIMATE APPAREL/HOSIERY
10288368,6.08279E+11,1191792535,3/30/2016,,14.99,1,14.99,,,2289036,CENTER CORE,INTIMATE APPAREL/HOSIERY
10288368,6.08279E+11,1181480057,02/02/2016,02/11/2016,35,1,35,1,35,2289036,CENTER CORE,INTIMATE APPAREL/HOSIERY
13015735,6.73106E+11,1339923309,12/11/2016,1/14/2017,38,1,38,1,38,2292539,COST/WORKROOM/LEASE,LEASED
13015735,6.73106E+11,1315737204,11/26/2016,,38,1,38,,,2292539,COST/WORKROOM/LEASE,LEASED
12989022,8.89305E+11,1197892389,4/24/2016,,59.99,1,59.99,,,2452725,CENTER CORE,WOMENS SHOES
12989022,8.89305E+11,1190552956,3/26/2016,4/27/2016,72,1,72,1,72,2452725,CENTER CORE,WOMENS SHOES
11793021,6.40013E+11,1187369742,03/07/2016,04/10/2016,7.21,1,7.21,1,7.21,2300243,MENS & KIDS,TOTAL MENS
11793021,6.40013E+11,1184999464,2/19/2016,,4.81,2,9.62,,,2300243,MENS & KIDS,TOTAL MENS
14864960,8.86993E+11,1189695395,3/20/2016,,198,1,198,,,2303268,READY TO WEAR,MILLENNIAL/DENIM
14864960,8.86993E+11,1189867622,3/21/2016,04/01/2016,198,1,198,1,198,2303268,READY TO WEAR,MILLENNIAL/DENIM
14864960,8.86993E+11,1189533059,3/20/2016,04/01/2016,198,1,198,1,198,2303268,READY TO WEAR,MILLENNIAL/DENIM
14864960,8.86993E+11,1189625137,3/20/2016,04/01/2016,198,1,198,1,198,2303268,READY TO WEAR,MILLENNIAL/DENIM
14864960,8.86993E+11,1247312832,9/25/2016,10/21/2016,179,1,179,1,179,2303268,READY TO WEAR,MILLENNIAL/DENIM
14559785,51243067107,1182364428,02/06/2016,,254.99,1,254.99,,,2209571,HOME,SOFT HOME
14559785,51243067107,1183869523,2/15/2016,,254.99,1,254.99,,,2209571,HOME,SOFT HOME
12108698,8.44817E+11,1205211343,06/05/2016,,29.99,1,29.99,,,1973157,READY TO WEAR,SPECIAL SIZES
12108698,8.44817E+11,1234393122,09/02/2016,,19.99,1,19.99,,,1973157,READY TO WEAR,SPECIAL SIZES
10138165,20714754099,1357824567,12/27/2016,,19.5,1,19.5,,,2317296,BEAUTY,COSMETICS
10138165,20714754099,1249092918,9/28/2016,,19.5,1,19.5,,,2317296,BEAUTY,COSMETICS
10135960,6.8944E+11,1185700707,2/27/2016,04/09/2016,9.38,1,9.38,1,9.38,2320112,CENTER CORE,INTIMATE APPAREL/HOSIERY
10135960,6.8944E+11,1187026463,03/04/2016,,6.25,5,31.25,,,2320112,CENTER CORE,INTIMATE APPAREL/HOSIERY
11415806,8.88738E+11,1232149320,8/29/2016,,79.99,1,79.99,,,2217042,READY TO WEAR,CLASSIFICATIONS
11415806,8.88738E+11,1234920288,09/04/2016,9/17/2016,50.99,1,50.99,1,50.99,2217042,READY TO WEAR,CLASSIFICATIONS
11415806,8.88738E+11,1234768656,09/04/2016,9/17/2016,59.99,1,59.99,1,51,2217042,READY TO WEAR,CLASSIFICATIONS
14418375,8.8706E+11,1187049534,03/05/2016,3/17/2016,97.99,1,97.99,1,97.99,2328190,MENS & KIDS,TOTAL MENS
14418375,8.8706E+11,1187782133,03/10/2016,3/19/2016,77.99,1,77.99,1,77.99,2328190,MENS & KIDS,TOTAL MENS
11633387,6.36206E+11,JH16881125421,08/08/2016,8/15/2016,25.49,1,25.49,1,25.49,1359447,HOME,SOFT HOME
11633387,6.36206E+11,JH16581045764,8/15/2016,,21.67,1,21.67,,,1359447,HOME,SOFT HOME
11552436,8.10351E+11,1191496292,3/31/2016,,149.99,1,149.99,,,2246285,CENTER CORE,FASHION JEWELRY / WATCHES
11552436,8.10351E+11,1193056305,04/05/2016,,149.99,1,149.99,,,2246285,CENTER CORE,FASHION JEWELRY / WATCHES
14236097,6.89439E+11,1347990318,12/18/2016,,31.66,3,94.98,,,2250256,READY TO WEAR,SPECIAL SIZES
14236097,6.89439E+11,1347781680,12/18/2016,,31.66,3,94.98,,,2250256,READY TO WEAR,SPECIAL SIZES
14236097,6.89439E+11,1345577514,12/16/2016,,31.99,2,63.98,,,2250256,READY TO WEAR,SPECIAL SIZES
13538595,8.8911E+11,1207319421,6/13/2016,6/22/2016,27,1,27,1,27,2200948,COST/WORKROOM/LEASE,LEASED
13538595,8.8911E+11,1205171591,06/05/2016,,27,1,27,,,2200948,COST/WORKROOM/LEASE,LEASED
11103944,8.88473E+11,1187719895,03/09/2016,,13.49,1,13.49,,,2350219,CENTER CORE,HANDBAGS & ACCESSORIES
11103944,8.88473E+11,1186265369,2/28/2016,3/18/2016,18.74,1,18.74,1,18.74,2350219,CENTER CORE,HANDBAGS & ACCESSORIES
10933823,8.87167E+11,1326465753,12/02/2016,,58,1,58,,,2034038,BEAUTY,COSMETICS
10933823,8.87167E+11,1331350374,12/06/2016,,58,1,58,,,2034038,BEAUTY,COSMETICS
11874696,6.36207E+11,1288495761,11/08/2016,,29.59,1,29.59,,,2263532,READY TO WEAR,COLLECTIONS RTW
11874696,6.36207E+11,1364736306,01/07/2017,,23.99,1,23.99,,,2263532,READY TO WEAR,COLLECTIONS RTW
11874696,6.36207E+11,1300110387,11/16/2016,,29.59,1,29.59,,,2263532,READY TO WEAR,COLLECTIONS RTW
10944343,8.83682E+11,1185738288,2/27/2016,,60.99,2,121.98,,,2264506,CENTER CORE,HANDBAGS & ACCESSORIES
10944343,8.83682E+11,1185836341,2/27/2016,3/16/2016,60.99,2,121.98,1,60.99,2264506,CENTER CORE,HANDBAGS & ACCESSORIES
13840720,7.06254E+11,1203016515,5/23/2016,5/27/2016,14.99,1,14.99,1,14.99,2507151,READY TO WEAR,COLLECTIONS RTW
13840720,7.06254E+11,OM16350861039,5/23/2016,5/27/2016,11.99,1,11.99,1,11.99,2507151,READY TO WEAR,COLLECTIONS RTW
10872349,6.08381E+11,1358599254,12/30/2016,01/08/2017,23.99,1,23.99,1,23.99,2508172,READY TO WEAR,COLLECTIONS RTW
10872349,6.08381E+11,1203898223,5/28/2016,,34.99,1,34.99,,,2508172,READY TO WEAR,COLLECTIONS RTW
15771108,42648204600,1199115005,05/01/2016,,5.18,1,5.18,,,2509350,HOME,SOFT HOME
15771108,42648204600,1197863991,4/24/2016,,5.99,1,5.99,,,2509350,HOME,SOFT HOME
11272122,8.85991E+11,1258914906,10/09/2016,,69.99,1,69.99,,,2358792,HOME,SOFT HOME
11272122,8.85991E+11,1265039379,10/21/2016,,69.99,1,69.99,,,2358792,HOME,SOFT HOME
11272122,8.85991E+11,1258919031,10/09/2016,,69.99,1,69.99,,,2358792,HOME,SOFT HOME
15505485,8.87043E+11,1202172432,5/16/2016,,20.24,1,20.24,,,2225471,READY TO WEAR,MILLENNIAL/DENIM
15505485,8.87043E+11,1200893907,05/07/2016,,21.99,1,21.99,,,2225471,READY TO WEAR,MILLENNIAL/DENIM
12509280,7.44744E+11,1216402236,7/27/2016,08/05/2016,16.99,1,16.99,1,16.99,2514705,READY TO WEAR,CLASSIFICATIONS
12509280,7.44744E+11,1215194655,7/23/2016,08/05/2016,22.99,1,22.99,1,22.99,2514705,READY TO WEAR,CLASSIFICATIONS
11266952,7.06256E+11,1355421828,12/23/2016,,19.98,1,19.98,,,2219997,READY TO WEAR,CASUAL RTW
11266952,7.06256E+11,1354401147,12/22/2016,,19.98,1,19.98,,,2219997,READY TO WEAR,CASUAL RTW
10784120,8.8765E+11,1202566448,5/20/2016,,24.99,2,49.98,,,2275049,READY TO WEAR,COLLECTIONS RTW
10784120,8.8765E+11,1260932532,10/14/2016,,27.75,2,55.5,,,2275049,READY TO WEAR,COLLECTIONS RTW
10052781,8.8765E+11,1247164542,9/25/2016,11/01/2016,23.99,1,23.99,1,23.99,2275049,READY TO WEAR,COLLECTIONS RTW
10052781,8.8765E+11,1197392662,4/21/2016,05/09/2016,23.99,1,23.99,1,23.99,2275049,READY TO WEAR,COLLECTIONS RTW
11292326,51071835114,1300454850,11/18/2016,01/12/2017,29.99,1,29.99,1,29.99,2223147,READY TO WEAR,MILLENNIAL/DENIM
11292326,51071835114,1258037086,11/13/2016,12/10/2016,30.8,2,61.6,2,61.6,2223147,READY TO WEAR,MILLENNIAL/DENIM
11281165,8.88374E+11,1197731139,4/24/2016,05/10/2016,148,1,148,1,148,2369660,READY TO WEAR,MILLENNIAL/DENIM
11281165,8.88374E+11,1197601444,4/24/2016,05/10/2016,118.4,1,118.4,1,118.4,2369660,READY TO WEAR,MILLENNIAL/DENIM
14708996,6.36203E+11,1190875805,3/26/2016,,33.99,1,33.99,,,2232122,HOME,SOFT HOME
14708996,6.36203E+11,1187656407,03/10/2016,,35.99,1,35.99,,,2232122,HOME,SOFT HOME
13560962,3.60597E+12,1233896964,09/01/2016,9/23/2016,23,1,23,1,23,2522407,BEAUTY,COSMETICS
13560962,3.60597E+12,1181477852,02/01/2016,,23,1,23,,,2522407,BEAUTY,COSMETICS
14582588,7.19812E+11,1360501758,12/30/2016,1/17/2017,22.83,1,22.83,1,22.83,2375871,HOME,SOFT HOME
14582588,7.19812E+11,1358562495,12/29/2016,,18.74,1,18.74,,,2375871,HOME,SOFT HOME
12554061,7.1922E+11,1353021696,12/20/2016,,23.99,1,23.99,,,2256912,MENS & KIDS,TOTAL MENS
12554061,7.1922E+11,1346173698,12/16/2016,,29.99,1,29.99,,,2256912,MENS & KIDS,TOTAL MENS
11404907,7.4341E+11,1181135937,02/01/2016,03/11/2016,199,1,199,1,199,2257155,CENTER CORE,FINE JEWELRY
11404907,7.4341E+11,1187433814,03/08/2016,,149.25,1,149.25,,,2257155,CENTER CORE,FINE JEWELRY
10333256,7.06254E+11,1185024541,2/20/2016,03/05/2016,55.6,1,55.6,1,55.6,2392586,CENTER CORE,WOMENS SHOES
10333256,7.06254E+11,1185816623,2/27/2016,03/05/2016,52.13,1,52.13,1,52.13,2392586,CENTER CORE,WOMENS SHOES
12108431,25695927425,1250823930,9/30/2016,,24.99,1,24.99,,,2253111,HOME,SOFT HOME
12108431,25695927425,1199640279,05/03/2016,,26.24,1,26.24,,,2253111,HOME,SOFT HOME
12108431,25695927425,1374693366,1/23/2017,,29.74,1,29.74,,,2253111,HOME,SOFT HOME
14518867,6.66805E+11,1245113814,9/22/2016,9/29/2016,15.27,2,30.54,1,15.27,2548486,READY TO WEAR,CASUAL RTW
14518867,6.66805E+11,1239611184,9/14/2016,,13.49,1,13.49,,,2548486,READY TO WEAR,CASUAL RTW
10012082,7.31517E+11,1199362920,05/01/2016,,16.88,1,16.88,,,2404374,MENS & KIDS,TOTAL MENS
12369872,7.31517E+11,1190771520,3/28/2016,,5.99,2,11.98,,,2404374,MENS & KIDS,TOTAL MENS
12369872,7.31517E+11,1208134324,6/18/2016,,15,1,15,,,2404374,MENS & KIDS,TOTAL MENS
10012082,7.31517E+11,1197001509,4/20/2016,5/16/2016,24,1,24,1,24,2404374,MENS & KIDS,TOTAL MENS
12974116,7.06255E+11,1334221194,12/07/2016,,16.5,2,33,,,2554971,HOME,SOFT HOME
12974116,7.06255E+11,1234564263,09/04/2016,,16.35,1,16.35,,,2554971,HOME,SOFT HOME
10999342,8.88657E+11,1318022661,11/28/2016,12/21/2016,69.99,1,69.99,1,69.99,2557126,MENS & KIDS,TOTAL CHILDRENS
10999342,8.88657E+11,1317902496,11/28/2016,,69.99,1,69.99,,,2557126,MENS & KIDS,TOTAL CHILDRENS
10687054,8.89487E+11,1271930172,10/26/2016,,20.4,1,20.4,,,2266500,CENTER CORE,HANDBAGS & ACCESSORIES
10687054,8.89487E+11,1198944841,4/29/2016,,16.49,1,16.49,,,2266500,CENTER CORE,HANDBAGS & ACCESSORIES
13498921,8.89631E+11,1253536447,11/10/2016,12/06/2016,19.54,1,19.54,1,19.54,2406125,READY TO WEAR,MILLENNIAL/DENIM
13498921,8.89631E+11,1222249017,08/10/2016,8/22/2016,29.99,1,29.99,1,29.99,2406125,READY TO WEAR,MILLENNIAL/DENIM
14309408,6.36193E+11,1296879075,11/14/2016,12/28/2016,10.49,1,10.49,1,10.49,2115742,READY TO WEAR,CASUAL RTW
14309408,6.36193E+11,1298138391,11/14/2016,11/27/2016,14.99,1,14.99,1,14.99,2115742,READY TO WEAR,CASUAL RTW
13075596,6.09475E+11,1185391778,2/22/2016,,54,2,108,,,2583488,READY TO WEAR,MILLENNIAL/DENIM
13075596,6.09475E+11,1189394762,3/17/2016,,35.99,2,71.98,,,2583488,READY TO WEAR,MILLENNIAL/DENIM
14982819,8.88739E+11,1195820676,4/16/2016,4/22/2016,59.5,1,59.5,1,59.5,2284968,READY TO WEAR,COLLECTIONS RTW
14982819,8.88739E+11,1214655186,7/23/2016,,67.03,1,67.03,,,2284968,READY TO WEAR,COLLECTIONS RTW
10762586,47293408007,1222166775,08/10/2016,,39.99,1,39.99,,,2421955,HOME,SOFT HOME
10762586,47293408007,1222760241,08/10/2016,,39.99,1,39.99,,,2421955,HOME,SOFT HOME
13218626,8.23443E+11,TH16120414718,12/21/2016,01/03/2017,133.88,1,133.88,1,107.11,2424459,COST/WORKROOM/LEASE,LEASED
13218626,8.23443E+11,1353063849,12/21/2016,01/03/2017,133.88,1,133.88,1,107.11,2424459,COST/WORKROOM/LEASE,LEASED
11224336,7.47942E+11,1230566742,8/27/2016,,59.25,1,59.25,,,2283708,READY TO WEAR,MILLENNIAL/DENIM
11224336,7.47942E+11,1216899402,7/30/2016,,79,1,79,,,2283708,READY TO WEAR,MILLENNIAL/DENIM
14718813,8.40627E+11,1182124167,02/05/2016,,32.25,1,32.25,,,2424867,CENTER CORE,WOMENS SHOES
14718813,8.40627E+11,1181910799,02/03/2016,2/13/2016,67.72,1,67.72,1,67.72,2424867,CENTER CORE,WOMENS SHOES
10776105,21864337293,1186268362,2/29/2016,,23,2,46,,,2330252,HOME,SOFT HOME
10776105,21864337293,1194325568,04/09/2016,,14.34,2,28.68,,,2330252,HOME,SOFT HOME
11694596,7.06255E+11,1190441177,3/26/2016,4/13/2016,39.99,1,39.99,1,39.99,2601271,READY TO WEAR,COLLECTIONS RTW
11694596,7.06255E+11,PP16540962720,04/05/2016,4/13/2016,20.99,1,20.99,1,20.99,2601271,READY TO WEAR,COLLECTIONS RTW
13126471,21864342389,1200768616,05/07/2016,,5.89,1,5.89,,,2433023,HOME,SOFT HOME
13126471,21864342389,1199642282,05/02/2016,,7.49,12,89.88,,,2433023,HOME,SOFT HOME
13126471,21864342389,1205487962,06/06/2016,,7.99,6,47.94,,,2433023,HOME,SOFT HOME
10524900,8.89813E+11,1231192302,8/27/2016,,49.5,1,49.5,,,2299708,READY TO WEAR,SPECIAL SIZES
10524900,8.89813E+11,1256551491,10/06/2016,12/06/2016,44.99,1,44.99,1,44.99,2299708,READY TO WEAR,SPECIAL SIZES
14806809,8.89604E+11,1242634122,9/18/2016,,9.45,1,9.45,,,2446779,MENS & KIDS,TOTAL CHILDRENS
14806809,8.89604E+11,1204050746,5/29/2016,,12.6,1,12.6,,,2446779,MENS & KIDS,TOTAL CHILDRENS
13036722,6.8944E+11,1182127438,02/06/2016,,24.88,1,24.88,,,2320211,CENTER CORE,WOMENS SHOES
13036722,6.8944E+11,1182085923,02/05/2016,2/18/2016,24.88,1,24.88,1,24.88,2320211,CENTER CORE,WOMENS SHOES
15124232,7.06255E+11,AD16820984948,2/28/2016,,24.99,1,24.99,,,2338488,READY TO WEAR,COLLECTIONS RTW
15124232,7.06255E+11,1186136876,2/28/2016,03/03/2016,24.99,1,24.99,1,24.99,2338488,READY TO WEAR,COLLECTIONS RTW
12937692,7.06255E+11,LA16140354515,04/11/2016,,30.99,1,30.99,,,2340453,READY TO WEAR,COLLECTIONS RTW
12937692,7.06255E+11,1191095803,3/27/2016,,19.75,1,19.75,,,2340453,READY TO WEAR,COLLECTIONS RTW
11566032,8.46339E+11,EJ16711065753,11/26/2016,,39.99,1,39.99,,,2341400,HOME,SOFT HOME
11566032,8.46339E+11,1315230084,11/26/2016,12/10/2016,39.99,1,39.99,1,39.99,2341400,HOME,SOFT HOME
10500796,6.08279E+11,MB16681181418,08/06/2016,,22.4,4,89.6,,,2342498,MENS & KIDS,TOTAL MENS
10500796,6.08279E+11,1192024966,04/02/2016,,28,1,28,,,2342498,MENS & KIDS,TOTAL MENS
10162658,7.61789E+11,1190865044,3/29/2016,,56,1,56,,,2449328,CENTER CORE,FINE JEWELRY
10162658,7.61789E+11,1309269984,11/25/2016,,79,1,79,,,2449328,CENTER CORE,FINE JEWELRY
13486102,6.08279E+11,1186218187,2/29/2016,,10,1,10,,,2443900,CENTER CORE,INTIMATE APPAREL/HOSIERY
13486102,6.08279E+11,1376872290,1/24/2017,,10,1,10,,,2443900,CENTER CORE,INTIMATE APPAREL/HOSIERY
14562178,28332598668,1231164870,8/27/2016,,10,2,20,,,2312453,HOME,SOFT HOME
14562178,28332598668,1231638531,8/28/2016,,10,4,40,,,2312453,HOME,SOFT HOME
11566026,16853063468,1278108987,10/28/2016,,118.99,1,118.99,,,2625638,HOME,SOFT HOME
10984905,16853063468,1328666946,12/04/2016,,149.99,1,149.99,,,2625638,HOME,SOFT HOME
11372934,16853063468,1334124393,12/07/2016,,149.99,1,149.99,,,2625638,HOME,SOFT HOME
10984905,16853063468,1343526345,12/14/2016,,149.99,1,149.99,,,2625638,HOME,SOFT HOME
11566026,16853063468,1292458044,11/11/2016,,135.99,1,135.99,,,2625638,HOME,SOFT HOME
11372934,16853063468,1195655470,4/16/2016,,159.99,1,159.99,,,2625638,HOME,SOFT HOME
11566026,16853063468,1299148326,11/16/2016,,135.99,1,135.99,,,2625638,HOME,SOFT HOME
11551694,8.47207E+11,1226197833,8/15/2016,,0,6,0,,,2320380,HOME,SOFT HOME
11551694,8.47207E+11,1226838501,8/20/2016,,6,1,6,,,2320380,HOME,SOFT HOME
11954594,8.88834E+11,1247690625,9/26/2016,,21.84,1,21.84,,,2636102,CENTER CORE,WOMENS SHOES
11954594,8.88834E+11,1198896054,4/29/2016,,14.99,1,14.99,,,2636102,CENTER CORE,WOMENS SHOES
11488983,37882468000,1316958921,11/27/2016,,6.35,1,6.35,,,2330242,CENTER CORE,INTIMATE APPAREL/HOSIERY
11488983,37882468000,1221422523,08/06/2016,,4.7,1,4.7,,,2330242,CENTER CORE,INTIMATE APPAREL/HOSIERY
10259196,51071835596,1202051766,5/15/2016,06/04/2016,26.24,1,26.24,1,26.24,2331651,READY TO WEAR,SPECIAL SIZES
10987450,51071835596,1199000629,4/30/2016,,30,1,30,,,2331651,READY TO WEAR,SPECIAL SIZES
10259196,51071835596,1202714249,5/22/2016,06/04/2016,34.99,1,34.99,1,34.99,2331651,READY TO WEAR,SPECIAL SIZES
10987450,51071835596,1197348923,4/23/2016,05/05/2016,24,1,24,1,24,2331651,READY TO WEAR,SPECIAL SIZES
12973643,23616340247,1335834438,12/08/2016,12/13/2016,12.59,1,12.59,1,12.59,2471466,MENS & KIDS,TOTAL MENS
12973643,23616340247,RB16820325811,12/08/2016,,12.59,1,12.59,,,2471466,MENS & KIDS,TOTAL MENS
12973643,23616340247,1334210178,12/08/2016,12/13/2016,12.59,1,12.59,1,12.59,2471466,MENS & KIDS,TOTAL MENS
12595496,8.23283E+11,1205231870,06/05/2016,,39.99,1,39.99,,,2645901,MENS & KIDS,TOTAL MENS
12595496,8.23283E+11,1206278550,06/11/2016,6/21/2016,37.49,1,37.49,1,37.49,2645901,MENS & KIDS,TOTAL MENS
11945663,6.08382E+11,1361180847,01/02/2017,,3.99,5,19.95,,,2461733,READY TO WEAR,SPECIAL SIZES
11945663,6.08382E+11,1298555067,11/18/2016,,5.99,2,11.98,,,2461733,READY TO WEAR,SPECIAL SIZES
11945663,6.08382E+11,1260109353,10/10/2016,,7.99,1,7.99,,,2461733,READY TO WEAR,SPECIAL SIZES
13205579,8.8765E+11,1238692353,09/10/2016,,34.98,2,69.96,,,2464604,READY TO WEAR,SPECIAL SIZES
13205579,8.8765E+11,1264965540,10/20/2016,11/10/2016,34.98,4,139.92,4,139.92,2464604,READY TO WEAR,SPECIAL SIZES
10793177,7.0014E+11,1363972182,01/06/2017,01/12/2017,49.99,2,99.98,2,99.98,2334930,MENS & KIDS,TOTAL CHILDRENS
